Latitude,Longitude,Weather,Light_Condition,Road_Surface,Road_Function,Speed_Limit(MPH),Day,Month,Hour,Number_of_Vehicles,Intersection,Fatalities
38.086575,-121.2749083,Clear,Daylight,Dry,Minor Collector,55.0,19,May,6:00pm-6:59pm,1,Not an Intersection,1
40.78049722,-124.1768333,Clear,Daylight,Dry,Other Principal Arterial,30.0,27,September,7:00am-7:59am,2,T-Intersection,1
38.65986111,-121.3274056,Clear,Daylight,Dry,Other Principal Arterial,40.0,25,September,3:00pm-3:59pm,2,Not an Intersection,1
34.24493333,-118.2732778,Clear,Daylight,Dry,Other Principal Arterial,25.0,3,August,5:00pm-5:59pm,2,Four-Way Intersection,1
34.02811389,-117.9389722,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,3,August,8:00pm-8:59pm,2,T-Intersection,1
32.74629444,-117.2104361,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,45.0,3,August,8:00pm-8:59pm,1,Not an Intersection,1
37.18381667,-121.7056306,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,3,August,10:00pm-10:59pm,2,Four-Way Intersection,1
37.79736389,-121.2453278,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,4,August,10:00pm-10:59pm,1,Not an Intersection,1
37.261825,-121.9225111,Clear,Daylight,Dry,Other Principal Arterial,49.0,6,August,4:00pm-4:59pm,1,Four-Way Intersection,1
33.78285833,-118.2186861,Clear,Daylight,Dry,Other Principal Arterial,35.0,7,August,4:00pm-4:59pm,2,T-Intersection,1
34.24270556,-118.5536528,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,9,August,10:00pm-10:59pm,2,Four-Way Intersection,1
33.99048056,-118.4478333,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,18,August,0:00am-0:59am,1,Four-Way Intersection,1
33.960025,-118.29155,Clear,Daylight,Dry,Other Principal Arterial,35.0,18,August,5:00am-5:59am,2,Four-Way Intersection,2
34.90411111,-116.87735,Clear,Dark - Not Lighted,Dry,Interstate,70.0,1,August,0:00am-0:59am,1,Not an Intersection,1
37.27504444,-122.1479778,Clear,Daylight,Dry,Major Collector,55.0,2,September,12:00pm-12:59pm,1,Not an Intersection,1
36.97985278,-120.8972361,Clear,Daylight,Dry,Interstate,70.0,4,September,1:00pm-1:59pm,2,Not an Intersection,1
36.83005,-119.8323028,Clear,Dark - Not Lighted,Dry,Major Collector,35.0,6,September,1:00am-1:59am,1,Not an Intersection,1
34.65520833,-120.4256889,Clear,Daylight,Dry,Minor Arterial,55.0,11,February,3:00pm-3:59pm,2,Not an Intersection,1
34.03533056,-117.6699556,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,26,June,11:00pm-11:59pm,1,Not an Intersection,1
33.81359167,-117.7194972,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,27,August,Unknown Hours,1,Not an Intersection,1
40.80200278,-121.9082972,Clear,Dark - Not Lighted,Dry,Local,25.0,21,September,8:00pm-8:59pm,1,Not an Intersection,1
36.28383889,-119.6369806,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,10,August,9:00pm-9:59pm,1,Not an Intersection,1
40.50328611,-121.9989833,Clear,Daylight,Dry,Other Principal Arterial,55.0,10,August,7:00pm-7:59pm,2,Not an Intersection,1
35.63973056,-118.4055306,Clear,Daylight,Dry,Minor Arterial,40.0,27,September,5:00pm-5:59pm,2,T-Intersection,1
40.993675,-121.4922111,Clear,Daylight,Dry,Minor Arterial,55.0,14,October,5:00pm-5:59pm,1,Not an Intersection,1
32.77955556,-117.1074139,Clear,Daylight,Dry,Minor Arterial,45.0,24,August,4:00pm-4:59pm,2,Not an Intersection,1
32.74021111,-117.0965917,Clear,Dusk,Dry,Local,25.0,18,August,7:00pm-7:59pm,2,Four-Way Intersection,1
37.27690556,-121.8421056,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,19,August,5:00am-5:59am,1,Four-Way Intersection,1
34.67503333,-118.1656333,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,21,August,2:00am-2:59am,2,Four-Way Intersection,2
38.43835278,-121.4176528,Clear,Daylight,Dry,Minor Arterial,40.0,21,August,10:00am-10:59am,3,Not an Intersection,1
33.97444167,-118.32825,Clear,Daylight,Dry,Other Principal Arterial,49.0,22,August,9:00am-9:59am,1,Not an Intersection,1
32.799825,-117.2128833,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,24,August,8:00pm-8:59pm,1,Not an Intersection,1
38.57527222,-121.4745667,Clear,Daylight,Dry,Other Principal Arterial,25.0,25,August,11:00am-11:59am,2,Four-Way Intersection,1
34.38291667,-117.4114917,Clear,Dark - Lighted,Dry,Major Collector,50.0,26,August,4:00am-4:59am,2,Four-Way Intersection,2
37.76921389,-122.4056222,Clear,Daylight,Dry,Other Freeways and Expressways,50.0,11,April,2:00pm-2:59pm,2,Not an Intersection,1
37.69970833,-122.471675,Clear,Dark - Not Lighted,Dry,Interstate,65.0,8,January,2:00am-2:59am,2,Not an Intersection,2
40.12599722,-123.8220333,Clear,Dark - Not Lighted,Dry,Major Collector,50.0,29,June,10:00pm-10:59pm,1,Not an Intersection,1
35.19195278,-120.6039944,Clear,Daylight,Dry,Minor Arterial,55.0,19,August,11:00am-11:59am,1,Not an Intersection,1
38.89755833,-121.0778028,Clear,Dark - Lighted,Dry,Interstate,65.0,21,August,11:00pm-11:59pm,1,Not an Intersection,1
33.87340833,-117.697775,Cloudy,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,1,April,0:00am-0:59am,2,Not an Intersection,1
37.38047778,-121.9880139,Clear,Daylight,Dry,Major Collector,35.0,13,August,5:00pm-5:59pm,2,Not an Intersection,1
36.74988611,-119.2331222,Clear,Dark - Not Lighted,Dry,Minor Collector,55.0,31,August,7:00pm-7:59pm,1,Not an Intersection,1
37.33581111,-121.8480306,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,55.0,12,September,4:00am-4:59am,1,Not an Intersection,1
38.26527222,-122.013275,Clear,Dusk,Dry,Minor Arterial,25.0,24,September,7:00pm-7:59pm,1,T-Intersection,1
38.97879444,-121.3822472,Clear,Daylight,Dry,Major Collector,55.0,16,September,8:00am-8:59am,1,Four-Way Intersection,1
38.42636944,-122.748375,Clear,Daylight,Dry,Minor Arterial,25.0,16,August,1:00pm-1:59pm,3,Four-Way Intersection,1
35.14877222,-120.6490167,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,2,May,11:00pm-11:59pm,1,Not an Intersection,1
34.17450833,-117.6737472,Clear,Dark - Not Lighted,Dry,Local,45.0,24,July,8:00pm-8:59pm,1,Not an Intersection,1
37.61316111,-121.8753972,Clear,Daylight,Dry,Interstate,65.0,31,August,9:00am-9:59am,1,Not an Intersection,1
38.68109722,-121.3829806,Clear,Daylight,Dry,Other Principal Arterial,35.0,16,September,11:00am-11:59am,1,Not an Intersection,1
35.33300833,-119.3715556,Clear,Daylight,Dry,Minor Collector,55.0,24,September,12:00pm-12:59pm,1,Not an Intersection,1
38.57489167,-121.5480694,Clear,Dark - Lighted,Dry,Interstate,65.0,29,September,2:00am-2:59am,2,Not an Intersection,1
33.81622778,-117.3955361,Clear,Dark - Not Lighted,Dry,Local,25.0,3,October,10:00pm-10:59pm,1,Not an Intersection,1
39.75551389,-121.7383639,Not Reported,Daylight,Not Reported,Minor Arterial,65.0,14,October,10:00am-10:59am,1,Not an Intersection,1
39.39386389,-121.704525,Clear,Daylight,Dry,Local,35.0,22,October,12:00pm-12:59pm,1,Not an Intersection,1
33.74301944,-117.1534361,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,9,October,9:00pm-9:59pm,2,Not Reported,1
33.89896944,-117.4838806,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,25,September,7:00pm-7:59pm,1,Not an Intersection,1
34.20120556,-118.4389361,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,8,September,11:00pm-11:59pm,2,Not an Intersection,1
38.90405278,-121.0645889,Clear,Dusk,Dry,Other Principal Arterial,35.0,2,September,7:00pm-7:59pm,1,Not an Intersection,1
34.47090278,-117.2569028,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,31,August,1:00am-1:59am,1,Not an Intersection,1
37.36474167,-121.8967444,Clear,Daylight,Dry,Major Collector,49.0,29,August,12:00pm-12:59pm,3,Not an Intersection,1
34.03787778,-117.5504611,Clear,Dark - Lighted,Dry,Interstate,65.0,9,March,2:00am-2:59am,2,Not an Intersection,1
35.74130833,-119.33835,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,12,May,3:00am-3:59am,2,Not an Intersection,2
34.04955278,-118.2637472,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,55.0,5,July,1:00am-1:59am,1,Not an Intersection,1
36.48373611,-120.2482306,Clear,Daylight,Dry,Local,55.0,22,July,8:00am-8:59am,1,T-Intersection,1
35.32923056,-119.0122417,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,18,August,11:00pm-11:59pm,1,Not Reported,1
34.69651667,-118.1702417,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,55.0,3,August,10:00pm-10:59pm,1,Not an Intersection,1
34.64571389,-118.1830139,Clear,Daylight,Dry,Other Principal Arterial,60.0,4,May,9:00am-9:59am,2,Four-Way Intersection,2
34.63462222,-118.2530889,Clear,Daylight,Dry,Major Collector,55.0,29,June,9:00am-9:59am,2,T-Intersection,1
34.04657222,-117.2869861,Clear,Daylight,Dry,Other Principal Arterial,45.0,29,June,7:00pm-7:59pm,1,Not an Intersection,1
36.84780556,-121.3903806,Clear,Dusk,Dry,Other Principal Arterial,45.0,10,July,9:00pm-9:59pm,2,Four-Way Intersection,1
37.733675,-122.4340917,Clear,Daylight,Dry,Major Collector,25.0,15,August,2:00pm-2:59pm,1,Four-Way Intersection,1
34.17274722,-118.5600111,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,35.0,15,August,11:00pm-11:59pm,1,T-Intersection,1
33.87030556,-118.3946,Clear,Dawn,Dry,Other Principal Arterial,35.0,12,September,6:00am-6:59am,2,Four-Way Intersection,1
33.970125,-117.0378083,Clear,Dark - Not Lighted,Dry,Interstate,70.0,15,July,0:00am-0:59am,1,Not an Intersection,1
37.69935833,-122.4712444,Clear,Dark - Lighted,Dry,Interstate,65.0,14,March,4:00am-4:59am,1,Not an Intersection,1
37.61041111,-120.9386556,Clear,Daylight,Dry,Other Principal Arterial,40.0,15,May,1:00pm-1:59pm,1,Not an Intersection,1
34.25088889,-118.4293333,Clear,Dawn,Dry,Interstate,65.0,30,May,5:00am-5:59am,2,Not an Intersection,1
37.60939722,-120.9264694,Clear,Daylight,Dry,Major Collector,55.0,4,July,8:00pm-8:59pm,1,Four-Way Intersection,1
33.075175,-115.6145694,Clear,Dark - Not Lighted,Dry,Minor Collector,55.0,3,September,8:00pm-8:59pm,1,Y-Intersection,1
34.10673611,-117.8530083,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,2,October,7:00pm-7:59pm,1,Not an Intersection,1
32.96823889,-115.4063306,Clear,Daylight,Dry,Major Collector,55.0,4,October,1:00pm-1:59pm,1,Not an Intersection,2
39.63062222,-121.8428028,Clear,Daylight,Dry,Local,45.0,12,October,5:00pm-5:59pm,1,Not an Intersection,1
36.60468611,-119.5079639,Cloudy,Dark - Not Lighted,Dry,Major Collector,65.0,31,January,4:00am-4:59am,3,Not an Intersection,1
37.00663611,-122.03405,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,35.0,26,May,2:00am-2:59am,1,Not an Intersection,1
33.65644444,-116.1818694,Clear,Dark - Lighted,Dry,Minor Arterial,55.0,16,June,8:00pm-8:59pm,1,Four-Way Intersection,1
36.56184722,-119.7862667,Clear,Daylight,Dry,Other Principal Arterial,55.0,19,April,7:00pm-7:59pm,2,Four-Way Intersection,3
37.50745,-121.9358806,Clear,Daylight,Dry,Interstate,55.0,18,July,7:00am-7:59am,5,Not an Intersection,1
39.20673333,-121.5958083,Clear,Dark - Not Lighted,Non-Trafficway or Driveway Access,Other Principal Arterial,49.0,23,September,11:00pm-11:59pm,2,Not an Intersection,2
40.79598889,-123.46075,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,2,October,7:00pm-7:59pm,1,Not an Intersection,1
36.21123611,-119.6465278,Clear,Daylight,Dry,Minor Arterial,55.0,14,August,4:00pm-4:59pm,2,T-Intersection,1
36.32789722,-119.806,Clear,Daylight,Dry,Major Collector,55.0,30,August,1:00pm-1:59pm,1,Not an Intersection,1
38.49775556,-121.4601306,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,40.0,7,October,7:00pm-7:59pm,1,Not an Intersection,1
33.21223333,-117.3749333,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,55.0,22,August,11:00pm-11:59pm,1,Not an Intersection,1
33.98509722,-118.3308139,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,31,August,2:00am-2:59am,2,Not an Intersection,1
33.098875,-117.0184278,Clear,Daylight,Dry,Minor Arterial,55.0,1,September,6:00pm-6:59pm,2,Not an Intersection,1
33.72083889,-116.2165556,Clear,Daylight,Dry,Other Principal Arterial,45.0,1,September,5:00pm-5:59pm,3,Not an Intersection,1
34.02664444,-118.2358667,Clear,Dark - Lighted,Dry,Local,35.0,4,September,9:00pm-9:59pm,1,T-Intersection,1
33.86695833,-118.2630139,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,8,September,11:00pm-11:59pm,1,Not an Intersection,1
36.19805,-119.3311639,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,9,September,7:00pm-7:59pm,1,Not an Intersection,1
34.23250278,-118.5885056,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,9,September,8:00pm-8:59pm,1,Not an Intersection,1
34.58678889,-118.1193417,Clear,Dark - Lighted,Dry,Local,45.0,14,September,7:00pm-7:59pm,1,Not an Intersection,1
39.709875,-121.7222889,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,16,October,6:00pm-6:59pm,1,Not an Intersection,1
34.35074444,-119.4255833,Clear,Daylight,Dry,Other Freeways and Expressways,55.0,25,February,1:00pm-1:59pm,2,Not an Intersection,1
33.79320833,-117.8310306,Cloudy,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,23,April,5:00am-5:59am,5,Not an Intersection,1
33.92369722,-118.2813028,Cloudy,Dusk,Dry,Interstate,65.0,29,March,7:00pm-7:59pm,1,Not an Intersection,1
33.78057222,-118.2072111,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,6,July,2:00am-2:59am,1,Not an Intersection,1
37.04268333,-122.0503,Cloudy,Dark - Not Lighted,Dry,Minor Arterial,35.0,23,June,9:00pm-9:59pm,1,Not an Intersection,1
33.8281,-118.2872167,Clear,Dark - Lighted,Dry,Interstate,65.0,24,July,9:00pm-9:59pm,1,Not an Intersection,1
36.60446389,-119.5024194,Clear,Daylight,Dry,Major Collector,55.0,30,July,5:00pm-5:59pm,2,Four-Way Intersection,1
35.42828889,-120.5391111,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,12,September,0:00am-0:59am,1,Not an Intersection,1
33.67015556,-117.6026361,Clear,Dark - Not Lighted,Dry,Major Collector,35.0,12,January,7:00pm-7:59pm,1,Not an Intersection,1
37.62614722,-122.4017722,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,8,April,10:00pm-10:59pm,1,Not an Intersection,1
36.32889167,-119.4078389,Cloudy,Dark - Lighted,Dry,Other Freeways and Expressways,70.0,10,February,0:00am-0:59am,2,Not an Intersection,1
38.41568056,-122.3365333,Clear,Daylight,Dry,Major Collector,50.0,8,June,4:00pm-4:59pm,2,Not an Intersection,1
36.96358056,-122.1034056,Clear,Daylight,Dry,Minor Arterial,55.0,23,June,12:00pm-12:59pm,1,Not an Intersection,1
32.96473056,-117.0955528,Cloudy,Daylight,Dry,Other Freeways and Expressways,55.0,17,July,9:00am-9:59am,1,Not an Intersection,1
38.02482222,-122.6644028,Cloudy,Daylight,Dry,Major Collector,45.0,20,August,8:00am-8:59am,2,Not an Intersection,1
34.58361389,-118.3523389,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,31,August,2:00am-2:59am,1,Not an Intersection,1
34.55660833,-118.6749167,Clear,Daylight,Dry,Interstate,65.0,5,August,4:00pm-4:59pm,1,Not an Intersection,3
35.55753889,-121.0927389,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,14,September,9:00pm-9:59pm,1,Not an Intersection,1
38.50169167,-122.6939639,Clear,Daylight,Dry,Local,40.0,16,August,4:00pm-4:59pm,1,Not an Intersection,1
33.46630833,-117.670425,Clear,Dark - Lighted,Dry,Interstate,65.0,4,January,3:00am-3:59am,1,Not an Intersection,1
32.78507222,-116.8823667,Clear,Daylight,Dry,Major Collector,45.0,13,February,11:00am-11:59am,2,Not an Intersection,1
35.23778333,-118.9734083,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,20,July,1:00am-1:59am,2,Not an Intersection,2
34.22250278,-118.3703722,Clear,Dark - Not Lighted,Dry,Interstate,65.0,1,September,10:00pm-10:59pm,1,Not an Intersection,1
34.15054722,-117.4865222,Clear,Daylight,Dry,Major Collector,45.0,4,September,1:00pm-1:59pm,2,Four-Way Intersection,1
33.87992778,-118.1924528,Clear,Daylight,Dry,Interstate,55.0,26,August,5:00pm-5:59pm,3,Not an Intersection,1
32.71335556,-117.1461667,Clear,Dark - Lighted,Dry,Interstate,65.0,22,August,8:00pm-8:59pm,1,Not an Intersection,1
37.64127778,-121.2287778,Clear,Daylight,Dry,Other Principal Arterial,55.0,21,September,12:00pm-12:59pm,5,Not an Intersection,2
34.51181389,-118.3431528,Clear,Daylight,Dry,Major Collector,55.0,21,September,11:00am-11:59am,1,Not an Intersection,1
38.34791667,-121.5353528,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,8,October,3:00am-3:59am,1,Not an Intersection,1
34.45598056,-117.2948556,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,11,October,4:00am-4:59am,2,Four-Way Intersection,1
38.55071944,-121.4297972,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,55.0,10,August,10:00pm-10:59pm,1,Not an Intersection,1
36.57617222,-119.6156528,Clear,Dark - Not Lighted,Dry,Minor Arterial,35.0,20,September,8:00pm-8:59pm,1,Not an Intersection,1
34.03271389,-118.4524083,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,35.0,20,September,8:00pm-8:59pm,1,Not an Intersection,1
33.969975,-118.2783222,Clear,Daylight,Dry,Local,25.0,27,September,11:00am-11:59am,1,Four-Way Intersection,1
34.248425,-116.8923583,Clear,Daylight,Dry,Local,25.0,7,September,3:00pm-3:59pm,1,Not an Intersection,1
33.90195833,-118.2795528,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,21,May,4:00am-4:59am,1,Not an Intersection,1
37.98802778,-120.9999556,Clear,Daylight,Dry,Major Collector,55.0,22,July,8:00am-8:59am,2,Four-Way Intersection,1
37.63613333,-122.1013139,Clear,Dark - Lighted,Dry,Interstate,55.0,28,July,11:00pm-11:59pm,1,Not an Intersection,1
33.99144167,-117.5512333,Clear,Dark - Lighted,Dry,Local,35.0,31,July,9:00pm-9:59pm,1,Not an Intersection,1
33.03708611,-115.6393806,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,65.0,23,September,5:00pm-5:59pm,2,Not an Intersection,1
34.05551944,-117.7317444,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,3,October,5:00am-5:59am,1,Not an Intersection,1
37.60428056,-121.1308056,Clear,Dark - Not Lighted,Dry,Minor Collector,55.0,5,October,8:00pm-8:59pm,1,Not an Intersection,1
37.217175,-120.8520167,Cloudy,Dawn,Dry,Minor Arterial,55.0,11,October,7:00am-7:59am,2,Not an Intersection,1
37.64195556,-120.6010444,Cloudy,Daylight,Dry,Minor Arterial,55.0,16,October,3:00pm-3:59pm,2,Not an Intersection,1
36.33943611,-121.2547361,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,16,October,8:00pm-8:59pm,1,Not an Intersection,1
37.28198889,-121.0394361,Clear,Dark - Not Lighted,Dry,Local,55.0,25,October,5:00am-5:59am,1,Not an Intersection,1
34.11408333,-117.3703528,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,27,October,6:00pm-6:59pm,2,Four-Way Intersection,1
33.62559722,-117.9478083,Clear,Daylight,Dry,Other Principal Arterial,50.0,4,November,5:00pm-5:59pm,2,Not an Intersection,1
38.55931111,-121.2072472,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,8,November,9:00pm-9:59pm,2,Not an Intersection,1
33.64362778,-117.28485,Clear,Daylight,Dry,Interstate,70.0,30,June,1:00pm-1:59pm,1,Not an Intersection,1
33.53111667,-116.7680111,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,18,July,9:00pm-9:59pm,2,Not an Intersection,1
39.1237,-122.2876444,Clear,Daylight,Dry,Other Principal Arterial,55.0,27,July,1:00pm-1:59pm,2,Not an Intersection,1
33.82654722,-118.2074306,Clear,Dark - Lighted,Dry,Interstate,55.0,10,August,4:00am-4:59am,1,Not an Intersection,1
34.243975,-118.8357778,Cloudy,Daylight,Dry,Other Principal Arterial,55.0,26,August,4:00pm-4:59pm,2,Not an Intersection,1
33.82635278,-117.9129472,Cloudy,Dark - Lighted,Dry,Major Collector,25.0,24,September,0:00am-0:59am,4,Four-Way Intersection,1
35.13317222,-119.4574556,Clear,Daylight,Dry,Minor Arterial,25.0,28,October,4:00pm-4:59pm,2,Four-Way Intersection,1
33.55943333,-117.6731389,Clear,Daylight,Dry,Interstate,55.0,2,January,12:00pm-12:59pm,3,Not an Intersection,1
32.77713333,-117.1628722,Cloudy,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,17,August,0:00am-0:59am,1,Not an Intersection,1
38.30897222,-120.7252917,Clear,Daylight,Dry,Other Principal Arterial,55.0,2,September,11:00am-11:59am,2,Not an Intersection,1
33.71493889,-116.1689917,Clear,Daylight,Dry,Interstate,70.0,5,October,12:00pm-12:59pm,1,Not an Intersection,1
38.92737778,-121.00735,Clear,Daylight,Dry,Local,55.0,25,August,9:00am-9:59am,1,Not an Intersection,1
34.08971111,-118.2079722,Cloudy,Dark - Lighted,Dry,Other Freeways and Expressways,55.0,21,September,1:00am-1:59am,1,Not an Intersection,1
33.55867222,-117.5482639,Cloudy,Daylight,Dry,Minor Arterial,55.0,2,February,10:00am-10:59am,3,Not an Intersection,1
32.77907778,-117.06235,Clear,Dark - Lighted,Dry,Interstate,65.0,13,January,0:00am-0:59am,2,Not an Intersection,1
37.70435833,-121.3980861,Clear,Daylight,Dry,Minor Arterial,45.0,19,April,7:00am-7:59am,1,Not an Intersection,1
34.02786944,-118.518775,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,45.0,10,August,9:00pm-9:59pm,2,T-Intersection,1
36.75405278,-119.7743111,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,19,September,10:00am-10:59am,1,Not an Intersection,1
37.08371389,-119.7573333,Rain,Daylight,Wet,Other Principal Arterial,55.0,4,May,5:00pm-5:59pm,3,Not an Intersection,1
41.79651667,-124.0813278,Cloudy,Daylight,Dry,Other Principal Arterial,50.0,28,July,7:00am-7:59am,1,Not an Intersection,1
35.79040833,-119.2681444,Clear,Daylight,Dry,Major Collector,55.0,26,August,3:00pm-3:59pm,2,Four-Way Intersection,1
34.64028056,-117.4329639,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,15,September,10:00pm-10:59pm,2,Not an Intersection,1
34.26565,-118.4623306,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,12,August,11:00pm-11:59pm,1,Not an Intersection,1
39.05679722,-122.0788722,Clear,Dark - Lighted,Dry,Major Collector,55.0,29,September,4:00am-4:59am,1,T-Intersection,1
34.102875,-117.7975917,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,28,September,3:00am-3:59am,1,Not an Intersection,1
36.08758889,-119.0265444,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,30,September,0:00am-0:59am,1,Not an Intersection,1
34.18061944,-118.4433694,Clear,Daylight,Dry,Local,25.0,1,August,5:00pm-5:59pm,4,Not an Intersection,1
37.64937778,-121.9764361,Clear,Daylight,Dry,Major Collector,40.0,29,April,4:00pm-4:59pm,1,Not an Intersection,1
37.39668611,-122.0177972,Cloudy,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,5,May,1:00am-1:59am,1,Not an Intersection,1
37.686625,-122.1325944,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,35.0,15,May,9:00pm-9:59pm,1,Not an Intersection,1
38.36948889,-122.7414556,Clear,Dark - Lighted,Dry,Major Collector,35.0,21,June,10:00pm-10:59pm,2,Four-Way Intersection,1
33.90186389,-118.2689111,Clear,Daylight,Dry,Other Principal Arterial,35.0,24,June,10:00am-10:59am,2,Four-Way Intersection,1
38.22145833,-122.9219972,Clear,Daylight,Dry,Minor Arterial,35.0,12,July,6:00pm-6:59pm,2,Not an Intersection,1
34.863725,-118.2183722,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,22,September,3:00am-3:59am,1,Not an Intersection,1
37.48237222,-120.7514194,Clear,Not Reported,Dry,Major Collector,55.0,24,September,Unknown Hours,1,Not an Intersection,1
39.00904444,-121.6344583,Clear,Daylight,Dry,Interstate,65.0,28,September,11:00am-11:59am,2,Not an Intersection,3
36.70589444,-120.0427,Clear,Daylight,Dry,Local,55.0,29,September,11:00am-11:59am,2,Four-Way Intersection,1
35.07911944,-116.3978167,Clear,Daylight,Dry,Interstate,70.0,13,October,12:00pm-12:59pm,1,Not an Intersection,1
34.42261667,-117.3832278,Clear,Daylight,Dry,Interstate,60.0,26,October,9:00am-9:59am,1,Not an Intersection,1
32.66102778,-117.078625,Clear,Dark - Lighted,Dry,Interstate,65.0,6,November,8:00pm-8:59pm,1,Four-Way Intersection,1
38.88900556,-120.3659056,Clear,Dark - Not Lighted,Dry,Minor Collector,55.0,29,August,9:00pm-9:59pm,1,Not an Intersection,1
36.22559722,-119.7386417,Clear,Dark - Not Lighted,Dry,Local,55.0,3,July,3:00am-3:59am,1,Not an Intersection,1
35.05403333,-118.1741833,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,22,August,8:00pm-8:59pm,1,Not an Intersection,1
38.57977778,-121.4155111,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,12,September,0:00am-0:59am,1,Not an Intersection,1
33.12508611,-117.1034861,Clear,Dark - Not Lighted,Dry,Interstate,65.0,17,August,2:00am-2:59am,1,Not an Intersection,1
34.69886389,-120.1645333,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,30,September,12:00pm-12:59pm,1,Not an Intersection,1
39.66553611,-121.7434556,Clear,Daylight,Dry,Other Principal Arterial,65.0,3,July,4:00pm-4:59pm,3,Four-Way Intersection,1
34.54398611,-118.0452333,Clear,Dark - Lighted,Dry,Major Collector,50.0,6,October,3:00am-3:59am,1,Not an Intersection,1
34.07738333,-117.4991861,Clear,Dark - Not Lighted,Dry,Minor Arterial,50.0,23,September,11:00pm-11:59pm,1,Not an Intersection,1
33.74898333,-117.9094389,Rain,Dark - Not Lighted,Wet,Minor Arterial,35.0,30,March,9:00pm-9:59pm,2,Not an Intersection,1
33.75118333,-117.0349333,Clear,Dark - Not Lighted,Dry,Local,45.0,31,August,7:00pm-7:59pm,1,Not an Intersection,1
36.71827778,-121.7218028,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,2,September,4:00am-4:59am,1,Not an Intersection,1
